name,make,model,kilometerdriven,ownernumber,price,fueltype_num,transmission_num,isc24assured_num,age
Mahindra Thar,Mahindra,Thar,14435,1,1534500,1,0,0,4
Maruti New  Wagon-R,Maruti,New  Wagon-R,42099,1,556000,2,1,0,6
Honda City,Honda,City,42199,1,913000,1,2,0,8
Maruti Ciaz,Maruti,Ciaz,36667,1,844000,1,2,0,8
Maruti Baleno,Maruti,Baleno,42673,2,619000,1,1,0,7
Ford Ecosport,Ford,Ecosport,49664,1,981000,3,1,0,5
Hyundai Creta,Hyundai,Creta,45832,1,1322000,3,2,0,8
MG HECTOR,Mg,Hector,23350,1,1530000,1,2,0,5
Maruti Celerio,Maruti,Celerio,28738,1,531000,2,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,51521,1,622000,1,1,0,8
Maruti Baleno,Maruti,Baleno,14705,1,925000,1,0,0,4
Honda City,Honda,City,83657,1,857000,1,1,0,6
Maruti Alto,Maruti,Alto,19844,1,378000,1,1,0,6
Hyundai NEW SANTRO,Hyundai,New Santro,42825,2,484000,1,1,0,6
Toyota YARIS,Toyota,Yaris,33620,2,901000,1,2,0,7
Renault TRIBER,Renault,Triber,28307,1,682000,1,1,0,6
Maruti Alto,Maruti,Alto,16506,1,488000,2,1,0,4
Maruti Celerio X,Maruti,Celerio X,27567,1,524000,1,1,0,6
Honda Amaze,Honda,Amaze,27324,1,431000,1,1,0,11
Ford Ecosport,Ford,Ecosport,97401,1,781000,3,1,0,6
Hyundai NEW SANTRO,Hyundai,New Santro,25270,1,460000,1,1,0,7
Hyundai Grand i10,Hyundai,Grand I10,9927,1,617000,1,2,0,7
Honda Brio,Honda,Brio,89750,1,386000,1,1,0,9
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,37524,1,675000,1,1,0,5
Tata ALTROZ,Tata,Altroz,33322,1,980000,3,0,0,4
Maruti Celerio,Maruti,Celerio,5921,1,572999,1,2,0,6
Maruti Celerio,Maruti,Celerio,41777,1,547000,1,2,0,7
Maruti Ciaz,Maruti,Ciaz,16929,1,876000,1,2,0,7
Ford Ecosport,Ford,Ecosport,10383,1,970000,1,2,0,8
Honda Amaze,Honda,Amaze,20620,2,847000,1,2,0,6
Maruti Swift,Maruti,Swift,20792,1,643000,1,1,0,5
Hyundai NEW SANTRO,Hyundai,New Santro,19126,1,511000,1,1,0,6
Honda City,Honda,City,51913,1,890000,1,1,0,8
Maruti Alto,Maruti,Alto,15269,1,350000,1,1,0,6
Maruti Alto K10,Maruti,Alto K10,35061,1,387000,1,2,0,7
Tata ALTROZ,Tata,Altroz,5880,1,774000,1,0,0,4
Maruti Ciaz,Maruti,Ciaz,98423,2,705000,3,1,0,9
Honda WR-V,Honda,Wr-V,23795,1,1081000,1,1,0,4
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,33292,2,332000,1,1,0,11
Maruti Alto 800,Maruti,Alto 800,8469,1,343000,1,1,0,6
Ford Ecosport,Ford,Ecosport,19766,1,968000,1,1,0,6
Maruti New  Wagon-R,Maruti,New  Wagon-R,63064,1,556000,2,1,0,6
Maruti Swift,Maruti,Swift,5086,1,828000,1,2,0,3
KIA SELTOS,Kia,Seltos,27810,1,1520000,1,2,0,5
Tata NEXON,Tata,Nexon,8696,1,1195000,1,1,0,4
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,58893,1,333000,1,1,0,10
Maruti New  Wagon-R,Maruti,New  Wagon-R,19351,1,687000,2,1,0,4
Maruti Ciaz,Maruti,Ciaz,26991,1,829000,1,2,0,7
Hyundai Grand i10,Hyundai,Grand I10,32491,1,558000,1,1,0,8
Hyundai VENUE,Hyundai,Venue,16328,2,1112000,1,2,0,6
KIA SONET,Kia,Sonet,61391,1,1258000,3,0,0,5
Hyundai NEW SANTRO,Hyundai,New Santro,15563,1,693000,1,2,0,5
Maruti Alto 800,Maruti,Alto 800,11006,1,351000,1,1,0,7
Maruti Ciaz,Maruti,Ciaz,99131,2,772000,3,1,0,9
Maruti Celerio,Maruti,Celerio,93275,1,556899,2,1,0,6
Maruti Alto 800,Maruti,Alto 800,20686,1,324000,1,1,0,7
Honda Jazz,Honda,Jazz,70039,1,522000,1,2,0,10
Ford Ecosport,Ford,Ecosport,52478,2,723000,3,1,0,8
Maruti Ciaz,Maruti,Ciaz,64381,1,804000,1,2,0,7
Maruti New  Wagon-R,Maruti,New  Wagon-R,52754,1,556000,2,1,0,6
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,32907,2,325000,1,1,0,11
Honda City,Honda,City,32931,1,928000,1,1,0,8
Maruti Baleno,Maruti,Baleno,20693,1,769800,1,0,0,4
Hyundai Grand i10,Hyundai,Grand I10,12478,1,515000,1,1,0,7
Honda City,Honda,City,13069,1,1237000,1,2,0,5
Maruti Baleno,Maruti,Baleno,52193,2,564000,1,0,0,9
Maruti Baleno,Maruti,Baleno,11298,2,771000,1,0,0,6
Maruti Baleno,Maruti,Baleno,37809,2,594000,1,1,0,7
Toyota YARIS,Toyota,Yaris,23134,1,1137000,1,2,0,6
KIA SELTOS,Kia,Seltos,31581,1,1705000,1,2,0,5
Ford Ecosport,Ford,Ecosport,83143,1,670000,3,1,0,9
KIA SONET,Kia,Sonet,32448,1,1352000,1,2,0,5
Hyundai Grand i10,Hyundai,Grand I10,32375,1,605000,1,2,0,8
Mahindra XUV500,Mahindra,Xuv500,55343,2,1368000,3,2,0,7
Hyundai Grand i10,Hyundai,Grand I10,46674,1,543000,1,1,0,7
Hyundai Grand i10,Hyundai,Grand I10,40558,1,562000,1,1,0,8
Maruti Swift,Maruti,Swift,46794,1,719000,1,2,0,7
Maruti Celerio,Maruti,Celerio,23865,1,490000,1,1,0,6
Maruti Baleno,Maruti,Baleno,32286,1,797000,1,0,0,6
Renault Duster,Renault,Duster,12269,1,1436000,1,2,0,4
Ford Ecosport,Ford,Ecosport,14416,2,938000,1,2,0,8
Maruti Eeco,Maruti,Eeco,12539,1,448000,1,1,0,6
Maruti New  Wagon-R,Maruti,New  Wagon-R,4685,1,557000,1,1,0,5
Hyundai Eon,Hyundai,Eon,34229,1,302000,1,1,0,11
Maruti Ciaz,Maruti,Ciaz,19691,1,1087000,1,2,0,5
Maruti Alto 800,Maruti,Alto 800,28342,1,369000,1,1,0,7
Maruti Swift,Maruti,Swift,40041,2,563000,1,1,0,8
Hyundai NEW SANTRO,Hyundai,New Santro,10647,1,551000,1,2,0,7
Hyundai Grand i10,Hyundai,Grand I10,74938,1,441000,1,1,0,9
Tata ALTROZ,Tata,Altroz,32945,1,728000,1,1,0,5
Maruti Alto,Maruti,Alto,8075,1,400000,1,1,0,4
Maruti Baleno,Maruti,Baleno,31251,1,674000,1,0,0,6
Tata NEXON,Tata,Nexon,58204,1,966000,3,2,0,7
Honda Jazz,Honda,Jazz,2405,1,1066000,1,2,0,3
Maruti Alto 800,Maruti,Alto 800,31818,1,309000,1,1,0,9
KIA SELTOS,Kia,Seltos,19173,1,1330000,1,1,0,6
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,34403,1,507000,1,2,0,7
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,8294,1,688000,1,1,0,5
Ford FREESTYLE,Ford,Freestyle,26984,1,899000,3,1,0,4
Maruti Vitara Brezza,Maruti,Vitara Brezza,82559,1,852000,3,1,0,7
Honda Jazz,Honda,Jazz,8333,2,909000,1,2,0,6
Maruti Ciaz,Maruti,Ciaz,10144,1,1141000,1,2,0,4
Maruti Alto 800,Maruti,Alto 800,11837,2,313000,1,1,0,8
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,16283,1,521000,2,1,0,7
Honda Jazz,Honda,Jazz,5817,1,912000,1,1,0,4
Honda City,Honda,City,9345,1,1581000,1,2,0,5
Hyundai NEW SANTRO,Hyundai,New Santro,8022,1,514000,1,1,0,4
Hyundai Grand i10,Hyundai,Grand I10,29497,1,587000,1,1,0,6
Hyundai Eon,Hyundai,Eon,48148,2,329000,1,1,0,8
Maruti Baleno,Maruti,Baleno,23667,1,594000,1,1,0,7
Hyundai VENUE,Hyundai,Venue,9054,1,904000,1,1,0,5
Maruti Swift,Maruti,Swift,51527,1,652000,1,1,0,7
Maruti Ciaz,Maruti,Ciaz,60724,2,1086000,3,1,0,6
Honda City,Honda,City,42205,1,896000,1,1,0,8
Maruti Baleno,Maruti,Baleno,3719,1,733000,1,1,0,4
Hyundai Elite i20,Hyundai,Elite I20,23415,1,592000,1,1,0,10
Hyundai Grand i10,Hyundai,Grand I10,20124,1,529000,1,1,0,7
KIA SONET,Kia,Sonet,25011,1,1401000,3,0,0,5
Hyundai Grand i10,Hyundai,Grand I10,69482,1,512000,1,1,0,6
Hyundai Grand i10,Hyundai,Grand I10,23923,1,450000,1,1,0,10
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,2021,1,636000,1,1,0,6
Honda City,Honda,City,5752,1,1162000,1,1,0,4
Maruti Celerio,Maruti,Celerio,41180,2,451000,2,1,0,9
Maruti Dzire,Maruti,Dzire,58037,1,743000,1,2,0,7
Tata ALTROZ,Tata,Altroz,34503,1,740000,1,1,0,5
Honda City,Honda,City,75083,1,915000,1,2,0,8
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,43434,1,704000,1,1,0,4
Maruti Alto K10,Maruti,Alto K10,49690,1,362000,1,1,0,8
Maruti Alto,Maruti,Alto,21998,1,556000,2,1,0,3
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,75379,1,311000,1,1,0,14
Tata TIGOR,Tata,Tigor,15122,1,749000,1,1,0,4
Maruti Ciaz,Maruti,Ciaz,11140,1,1117000,1,2,0,5
Toyota YARIS,Toyota,Yaris,49310,1,1027000,1,2,0,7
KIA SELTOS,Kia,Seltos,5500,1,1217000,1,1,0,4
Hyundai Eon,Hyundai,Eon,53102,2,350000,1,1,0,7
Maruti S PRESSO,Maruti,S Presso,14300,1,581699,1,1,0,3
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,74082,1,395000,1,1,0,10
Maruti Alto,Maruti,Alto,8985,1,444000,1,1,0,4
Hyundai Grand i10,Hyundai,Grand I10,23864,1,575000,1,1,0,7
KIA SONET,Kia,Sonet,22976,1,1357000,3,0,0,5
Maruti Celerio,Maruti,Celerio,56772,1,530000,1,1,0,4
Honda Jazz,Honda,Jazz,43405,2,614000,1,1,0,7
KIA SELTOS,Kia,Seltos,21573,1,1692000,1,1,0,5
Maruti Alto 800,Maruti,Alto 800,79794,1,315000,1,1,0,6
Tata ALTROZ,Tata,Altroz,2853,1,934000,1,0,0,3
Toyota Glanza,Toyota,Glanza,13697,1,759699,1,1,0,4
Volkswagen TAIGUN,Volkswagen,Taigun,18016,1,1527000,1,0,0,3
Hyundai Grand i10,Hyundai,Grand I10,13131,3,536000,1,1,0,7
Honda WR-V,Honda,Wr-V,84439,1,899000,3,1,0,7
Tata NEXON,Tata,Nexon,50142,1,1088000,3,2,0,6
Honda Jazz,Honda,Jazz,33197,1,874000,1,1,0,4
Hyundai Grand i10,Hyundai,Grand I10,37559,1,597000,1,2,0,8
Maruti Alto,Maruti,Alto,14076,1,388000,1,1,0,6
Jeep Compass,Jeep,Compass,89187,2,1118899,3,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,52240,1,776000,1,1,0,7
Hyundai NEW SANTRO,Hyundai,New Santro,5701,1,586000,1,1,0,3
Maruti Alto,Maruti,Alto,20206,1,496000,2,1,0,4
Maruti Baleno,Maruti,Baleno,17286,1,595000,1,1,0,7
Hyundai Grand i10,Hyundai,Grand I10,36329,1,556000,1,1,0,7
Maruti Alto,Maruti,Alto,15023,1,367099,1,1,0,5
Maruti Baleno,Maruti,Baleno,90254,1,522000,1,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,39725,1,533000,1,1,0,8
Mahindra XUV500,Mahindra,Xuv500,22626,1,1639000,3,1,0,4
Maruti Celerio,Maruti,Celerio,2675,1,595000,1,1,0,3
Ford Ecosport,Ford,Ecosport,24274,2,986000,3,1,0,5
KIA SONET,Kia,Sonet,14863,1,1394000,3,0,0,4
Tata ALTROZ,Tata,Altroz,33530,1,717000,1,0,0,5
Hyundai NEW SANTRO,Hyundai,New Santro,19521,1,505000,1,1,0,7
Hyundai VENUE,Hyundai,Venue,21190,1,949000,1,1,0,5
Toyota YARIS,Toyota,Yaris,79348,1,962000,1,2,0,7
KIA SELTOS,Kia,Seltos,10617,1,1456000,1,1,0,5
Maruti Alto 800,Maruti,Alto 800,59508,2,337000,1,1,0,7
Ford Ecosport,Ford,Ecosport,73641,1,922000,3,1,0,5
Hyundai Elite i20,Hyundai,Elite I20,44336,1,770000,1,1,0,5
KIA SELTOS,Kia,Seltos,13974,1,1645000,1,2,0,4
Toyota Corolla Altis,Toyota,Corolla Altis,75766,1,1258000,1,2,0,8
Maruti Alto K10,Maruti,Alto K10,29786,1,342000,1,1,0,9
KIA SELTOS,Kia,Seltos,18541,1,1530000,1,1,0,6
Maruti Celerio,Maruti,Celerio,86683,1,482000,2,1,0,7
Maruti Alto,Maruti,Alto,10189,1,422000,1,1,0,5
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,33637,1,671000,1,1,0,6
Toyota YARIS,Toyota,Yaris,11159,2,1048000,1,2,0,6
Maruti Baleno,Maruti,Baleno,18253,1,731000,1,0,0,4
Maruti Celerio,Maruti,Celerio,28767,1,577000,2,1,0,6
Maruti Alto K10,Maruti,Alto K10,30497,1,388000,1,1,0,7
Hyundai VENUE,Hyundai,Venue,23510,1,1230000,1,2,0,6
Maruti New  Wagon-R,Maruti,New  Wagon-R,31204,1,588000,2,1,0,6
Hyundai NEW SANTRO,Hyundai,New Santro,45369,1,627000,2,1,0,4
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,21253,1,478799,1,1,0,7
Maruti Baleno,Maruti,Baleno,28797,1,568900,1,1,0,10
Maruti Swift,Maruti,Swift,41139,1,682000,1,1,0,6
Maruti Ciaz,Maruti,Ciaz,188,1,1164000,1,1,0,3
Hyundai Grand i10,Hyundai,Grand I10,13759,3,508000,1,1,0,8
Ford Ecosport,Ford,Ecosport,54121,2,974000,3,1,0,5
Hyundai NEW SANTRO,Hyundai,New Santro,18700,1,627000,2,1,0,4
Maruti Baleno,Maruti,Baleno,18167,1,654000,1,1,0,7
Honda WR-V,Honda,Wr-V,56539,1,872000,3,1,0,7
Hyundai Grand i10,Hyundai,Grand I10,16912,1,587000,1,1,0,8
Maruti Alto 800,Maruti,Alto 800,43511,2,335000,1,1,0,7
Hyundai AURA,Hyundai,Aura,32926,1,961000,3,2,0,5
Honda Jazz,Honda,Jazz,9838,1,1029000,1,2,0,4
Mahindra XUV 3OO,Mahindra,Xuv 3Oo,33888,1,1318000,3,0,0,4
Maruti Ciaz,Maruti,Ciaz,23563,1,981000,1,1,0,5
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,52758,2,387000,1,1,0,10
Toyota YARIS,Toyota,Yaris,56687,1,883699,1,2,0,7
Volkswagen Vento,Volkswagen,Vento,4265,1,1515000,1,2,0,3
Maruti Swift,Maruti,Swift,35869,1,699000,1,2,0,7
Maruti Eeco,Maruti,Eeco,15961,1,462000,1,1,0,6
Hyundai Grand i10,Hyundai,Grand I10,54154,2,540000,3,1,0,6
Maruti Ciaz,Maruti,Ciaz,4692,1,1180000,1,1,0,3
Maruti Alto 800,Maruti,Alto 800,21696,2,350599,1,1,0,6
Honda Amaze,Honda,Amaze,5741,1,954000,1,2,0,5
Maruti Swift,Maruti,Swift,37924,1,729000,1,1,0,4
Maruti Alto,Maruti,Alto,11624,1,377000,1,1,0,5
Maruti Alto,Maruti,Alto,14482,1,409000,1,1,0,4
Ford FREESTYLE,Ford,Freestyle,32715,1,744000,1,1,0,5
Maruti Baleno,Maruti,Baleno,34682,1,744000,1,1,0,5
Hyundai Eon,Hyundai,Eon,66399,1,335000,1,1,0,10
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,71155,1,412299,1,1,0,9
Maruti IGNIS,Maruti,Ignis,31129,1,497000,1,1,0,8
Maruti S PRESSO,Maruti,S Presso,5550,1,463000,1,1,0,4
Maruti Baleno,Maruti,Baleno,9000,1,677000,1,1,0,6
Maruti Alto 800,Maruti,Alto 800,28273,1,296000,1,1,0,10
Maruti Celerio,Maruti,Celerio,10518,1,515000,1,1,0,4
Hyundai Elite i20,Hyundai,Elite I20,27975,1,813800,1,1,0,5
MG HECTOR,Mg,Hector,17482,1,1559000,1,2,0,5
Hyundai Eon,Hyundai,Eon,69206,2,312000,1,1,0,10
Toyota Glanza,Toyota,Glanza,14927,1,854000,1,1,0,4
Mahindra Thar,Mahindra,Thar,10978,1,1647000,3,1,0,3
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,44571,2,681000,1,2,0,6
Tata ALTROZ,Tata,Altroz,23603,1,812000,1,1,0,5
Maruti Baleno,Maruti,Baleno,57715,1,654000,1,1,0,9
Hyundai Creta,Hyundai,Creta,19947,1,1426000,1,2,0,6
Maruti Ciaz,Maruti,Ciaz,9424,1,1116000,1,1,0,4
Maruti IGNIS,Maruti,Ignis,37325,1,549000,1,1,0,7
Honda City,Honda,City,34013,1,952099,1,1,0,6
Maruti Baleno,Maruti,Baleno,32935,1,680000,1,1,0,6
Tata ALTROZ,Tata,Altroz,18544,1,819000,1,1,0,5
Maruti S PRESSO,Maruti,S Presso,64,1,492000,1,1,0,4
Tata ALTROZ,Tata,Altroz,16787,1,784000,1,1,0,5
Toyota YARIS,Toyota,Yaris,16781,1,1212000,1,2,0,4
Honda Jazz,Honda,Jazz,7096,1,1013000,1,1,0,4
Maruti Eeco,Maruti,Eeco,11417,1,411999,1,1,0,6
Tata PUNCH,Tata,Punch,5833,1,626500,1,0,0,4
Mahindra Scorpio,Mahindra,Scorpio,34794,1,1398300,3,1,0,6
Hyundai Xcent,Hyundai,Xcent,86761,2,371000,3,1,0,10
Volkswagen Polo,Volkswagen,Polo,49798,1,317000,1,1,0,11
Tata Zest,Tata,Zest,48023,1,292000,1,1,0,8
Volkswagen Vento,Volkswagen,Vento,54818,1,222000,1,1,0,14
Hyundai Verna,Hyundai,Verna,54125,1,343000,3,1,0,14
Maruti Baleno,Maruti,Baleno,3887,1,589000,1,1,0,9
Tata Tiago,Tata,Tiago,63316,1,323000,1,1,0,9
Hyundai Elite i20,Hyundai,Elite I20,32607,1,577000,1,1,0,10
Maruti Eeco,Maruti,Eeco,25909,1,530000,1,1,0,4
Honda Amaze,Honda,Amaze,73559,1,324000,3,1,0,11
Nissan Terrano,Nissan,Terrano,66024,1,533000,3,1,0,11
Renault Kwid,Renault,Kwid,60052,2,248000,1,1,0,9
Renault Kwid,Renault,Kwid,24670,1,323000,1,1,0,6
Datsun Redi Go,Datsun,Redi Go,36837,1,217000,1,1,0,8
Honda City,Honda,City,59467,1,475000,1,1,0,10
Maruti Ertiga,Maruti,Ertiga,65554,1,569000,3,1,0,10
Nissan MAGNITE,Nissan,Magnite,26900,1,667000,1,0,0,3
Renault Kwid,Renault,Kwid,82515,1,354000,1,1,0,8
Maruti Alto K10,Maruti,Alto K10,58321,2,277000,1,1,0,11
Skoda Rapid,Skoda,Rapid,58434,1,702000,3,2,0,9
Toyota URBAN CRUISER,Toyota,Urban Cruiser,1715,1,983000,1,1,0,3
Maruti Dzire,Maruti,Dzire,23143,1,574000,1,2,0,8
Maruti Celerio,Maruti,Celerio,51453,2,394000,1,1,0,9
Maruti Alto K10,Maruti,Alto K10,89828,2,219000,1,1,0,14
Maruti Dzire,Maruti,Dzire,20205,1,692000,1,1,0,4
Skoda Rapid,Skoda,Rapid,91707,2,678000,1,1,0,8
Ford Ecosport,Ford,Ecosport,80092,2,416000,3,1,0,9
Maruti Ertiga,Maruti,Ertiga,84022,1,465000,3,1,0,11
Maruti Swift Dzire,Maruti,Swift Dzire,37863,1,689000,2,1,0,5
Maruti Vitara Brezza,Maruti,Vitara Brezza,89535,1,781000,3,2,0,6
Hyundai Verna,Hyundai,Verna,69486,2,614999,3,1,0,9
Ford Ecosport,Ford,Ecosport,67577,2,505000,3,1,0,12
Tata Tiago,Tata,Tiago,10118,1,509700,1,1,0,5
Hyundai Elite i20,Hyundai,Elite I20,32270,1,721000,1,1,0,7
Maruti Swift,Maruti,Swift,86296,1,371000,1,1,0,12
Hyundai Elite i20,Hyundai,Elite I20,83939,1,451000,1,1,0,10
Volkswagen Polo,Volkswagen,Polo,41654,1,759000,1,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,97612,1,528000,3,1,0,9
Datsun Go Plus,Datsun,Go Plus,77317,2,301700,1,1,0,9
Hyundai i20,Hyundai,I20,26202,1,250000,1,1,0,13
Renault Kwid,Renault,Kwid,22119,1,343000,1,1,0,9
Volkswagen Polo,Volkswagen,Polo,32384,1,689000,1,1,0,6
Maruti Swift,Maruti,Swift,33913,1,475000,1,1,0,7
Volkswagen Ameo,Volkswagen,Ameo,50241,2,587000,3,2,0,5
Mahindra XUV500,Mahindra,Xuv500,93539,2,578300,3,1,0,12
Maruti Baleno,Maruti,Baleno,55692,1,528000,1,1,0,8
Maruti Ertiga,Maruti,Ertiga,66954,1,936000,3,1,0,8
Datsun Go,Datsun,Go,49197,1,253000,1,1,0,11
Mahindra XUV500,Mahindra,Xuv500,31391,1,1433000,3,1,0,6
Renault Kwid,Renault,Kwid,39955,2,330200,1,2,0,8
Hyundai Xcent,Hyundai,Xcent,83766,1,420000,3,1,0,10
Maruti Swift,Maruti,Swift,97777,2,360000,1,1,0,12
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,44132,1,324000,1,1,0,10
Maruti Swift,Maruti,Swift,59040,1,624000,1,1,0,7
Hyundai NEW I20,Hyundai,New I20,37971,1,798000,3,0,0,4
Volkswagen Vento,Volkswagen,Vento,80738,2,233599,1,1,0,12
Hyundai Elite i20,Hyundai,Elite I20,43894,2,588000,1,1,0,7
Volkswagen Ameo,Volkswagen,Ameo,30083,2,405800,1,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,26303,2,710000,1,1,0,9
Volkswagen Ameo,Volkswagen,Ameo,15026,1,443000,1,1,0,8
Mahindra MARAZZO,Mahindra,Marazzo,67795,1,610000,3,1,0,6
Renault Duster,Renault,Duster,80364,1,421000,3,1,0,10
Mahindra XUV500,Mahindra,Xuv500,54999,1,1466000,3,1,0,7
Maruti Vitara Brezza,Maruti,Vitara Brezza,5726,1,912000,1,1,0,4
Maruti Swift,Maruti,Swift,49180,1,501000,1,1,0,12
Honda BR-V,Honda,Br-V,36146,2,856000,1,1,0,9
Maruti Celerio,Maruti,Celerio,80254,1,396000,1,2,0,8
Maruti Alto,Maruti,Alto,62643,2,138000,1,1,0,15
Toyota Etios,Toyota,Etios,62285,1,384000,3,1,0,11
Hyundai i20,Hyundai,I20,83471,1,330000,1,1,0,15
Hyundai Grand i10,Hyundai,Grand I10,47377,2,396000,1,1,0,10
Honda City,Honda,City,56920,1,543000,1,1,0,9
KIA SONET,Kia,Sonet,5112,1,989000,1,0,0,4
Maruti Eeco,Maruti,Eeco,3157,1,454000,1,1,0,6
Maruti Baleno,Maruti,Baleno,25834,1,694000,1,1,0,4
Skoda Rapid,Skoda,Rapid,16955,1,995000,1,1,0,3
Renault TRIBER,Renault,Triber,31491,1,718600,1,1,0,4
Maruti Ertiga,Maruti,Ertiga,39987,2,1054000,2,1,0,4
Maruti Dzire,Maruti,Dzire,21998,1,618000,1,1,0,7
Honda Amaze,Honda,Amaze,44221,1,612000,1,1,0,7
Hyundai i20,Hyundai,I20,70107,1,371000,1,1,0,14
Honda City,Honda,City,20135,1,1384000,1,2,0,5
Maruti New  Wagon-R,Maruti,New  Wagon-R,14436,1,656000,2,1,0,5
Renault Kwid,Renault,Kwid,39052,1,378399,1,1,0,7
Hyundai New Elantra,Hyundai,New Elantra,30241,2,1349500,1,2,0,6
Maruti Eeco,Maruti,Eeco,13003,1,504000,1,1,0,6
Maruti S PRESSO,Maruti,S Presso,11255,1,605000,1,1,0,3
Skoda Rapid,Skoda,Rapid,40749,1,887000,1,1,0,4
Mahindra Scorpio,Mahindra,Scorpio,23330,1,1628000,3,1,0,6
Ford Ecosport,Ford,Ecosport,35454,1,577000,3,1,1,8
Maruti Dzire,Maruti,Dzire,31366,1,645600,1,1,0,8
Ford Ecosport,Ford,Ecosport,45049,1,553000,3,1,0,9
Maruti Baleno,Maruti,Baleno,29447,2,592000,1,1,0,8
Honda City,Honda,City,81834,1,345100,1,1,0,13
Maruti Ciaz,Maruti,Ciaz,48906,1,559000,3,1,0,9
Maruti Celerio,Maruti,Celerio,76456,1,423000,1,1,0,9
Maruti Swift,Maruti,Swift,51336,1,385000,1,1,0,14
Hyundai Grand i10,Hyundai,Grand I10,65955,1,477000,1,1,0,8
Hyundai NEW SANTRO,Hyundai,New Santro,37821,1,519000,1,1,0,7
Maruti S Cross,Maruti,S Cross,87342,1,690000,3,1,0,9
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,23530,1,712000,1,1,0,5
Hyundai Elite i20,Hyundai,Elite I20,54982,2,675000,1,1,0,8
Hyundai Verna,Hyundai,Verna,75509,1,575000,1,1,0,12
Volkswagen Vento,Volkswagen,Vento,55788,1,1082000,1,2,0,7
Hyundai Elite i20,Hyundai,Elite I20,43370,1,636000,1,1,0,8
Maruti Alto,Maruti,Alto,927,1,417000,1,1,0,5
Hyundai Grand i10,Hyundai,Grand I10,45284,2,408000,1,1,0,8
Maruti Vitara Brezza,Maruti,Vitara Brezza,17084,1,1120000,1,1,0,4
Hyundai Santro Xing,Hyundai,Santro Xing,55543,1,170000,1,1,0,14
Hyundai Verna,Hyundai,Verna,66809,1,738799,1,1,0,7
Hyundai i10,Hyundai,I10,82541,2,278000,1,1,0,13
Maruti Vitara Brezza,Maruti,Vitara Brezza,74260,1,647000,3,1,0,9
Honda City,Honda,City,26039,1,618000,1,1,0,12
Maruti Vitara Brezza,Maruti,Vitara Brezza,61884,2,828000,3,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,57048,2,543000,1,1,0,10
Renault Pulse,Renault,Pulse,72621,1,365000,3,1,0,10
Honda City,Honda,City,51001,1,937000,1,1,0,7
Mahindra TUV300,Mahindra,Tuv300,80908,1,555000,3,1,0,7
Maruti Ciaz,Maruti,Ciaz,64611,1,574199,1,1,0,8
Volkswagen Polo,Volkswagen,Polo,25725,1,569000,1,1,0,5
Hyundai Elite i20,Hyundai,Elite I20,52284,2,679000,1,1,0,8
Hyundai Verna,Hyundai,Verna,52704,1,592000,1,1,0,12
Hyundai Creta,Hyundai,Creta,72655,1,1018000,3,1,0,7
Toyota Etios,Toyota,Etios,77419,2,263000,1,1,0,13
Maruti Swift Dzire,Maruti,Swift Dzire,41665,1,502999,1,1,0,11
Mahindra MARAZZO,Mahindra,Marazzo,18491,1,969000,3,1,0,6
Mahindra XUV500,Mahindra,Xuv500,64441,1,884000,3,1,0,8
Hyundai i10,Hyundai,I10,20652,1,340000,1,1,0,13
Tata Tiago,Tata,Tiago,70064,1,403000,1,2,0,7
Hyundai Creta,Hyundai,Creta,35068,2,1186000,3,1,0,5
Ford Ecosport,Ford,Ecosport,69874,2,925000,3,1,0,7
Hyundai Elite i20,Hyundai,Elite I20,12537,1,646000,1,1,0,8
Hyundai Grand i10,Hyundai,Grand I10,21227,1,344000,1,1,0,10
Hyundai Grand i10,Hyundai,Grand I10,38732,2,407000,1,1,0,10
Datsun Go Plus,Datsun,Go Plus,50876,2,246000,1,1,0,10
KIA SELTOS,Kia,Seltos,46553,1,1355000,3,1,0,5
Mahindra Thar,Mahindra,Thar,68014,1,971000,3,1,0,6
Skoda Rapid,Skoda,Rapid,53710,2,554000,1,1,0,11
Maruti Alto 800,Maruti,Alto 800,25101,1,359000,1,1,0,6
